[header]
width=60
height=40
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255
hero_pos=1,2
tileset=tilesetdefs/field_dst.txt
title=field

[tilesets]
tileset=../../../art_src/maps.png,32,32,0,0
tileset=../../../art_src/tiled_collision.png,32,32,0,0

[layer]
type=backgroud
data=
68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,47,48,47,48,47,48,47,48,47,48,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,67,68,67,68,67,68,67,68,67,68,67,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,47,48,47,48,47,48,47,48,47,48,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,67,68,67,68,67,68,67,68,67,68,67,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,47,48,47,48,47,48,47,48,47,48,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,67,68,67,68,67,68,67,68,67,68,67,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,47,48,47,48,47,48,47,48,47,48,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,67,68,67,68,67,68,67,68,67,68,67,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,68,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,47,48,47,48,47,48,47,48,47,48,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,47,48,67,68,67,68,67,68,67,68,67,68,67,68,67,68,67,67,68,67,68,67,68,67,68,67,68,67,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
